	MC: BLCA	MC: BRCA	MC: CESC	MC: COAD	MC: ESCA	MC: HNSC	MC: KIRC	MC: KIRP	MC: LIHC	MC: LUAD	MC: LUSC	MC: PRAD	MC: READ	MC: STAD	MC: THCA	MC: UCEC	MS: BLCA	MS: BRCA	MS: CESC	MS: COAD	MS: ESCA	MS: HNSC	MS: KIRC	MS: KIRP	MS: LIHC	MS: LUAD	MS: LUSC	MS: PRAD	MS: READ	MS: STAD	MS: THCA	MS: UCEC
ATP8A1	9.0	5.0	1.0	11.0	6.0	14.0	2.0	1.0	8.0	9.0	18.0	1.0	7.0	7.0	0.0	50.0	9.0	5.0	1.0	10.0	6.0	14.0	2.0	1.0	8.0	8.0	17.0	1.0	3.0	7.0	0.0	36.0
ATRNL1	9.0	6.0	7.0	25.0	7.0	21.0	2.0	5.0	11.0	49.0	28.0	2.0	6.0	20.0	0.0	77.0	9.0	6.0	7.0	18.0	6.0	21.0	2.0	4.0	11.0	43.0	28.0	2.0	5.0	20.0	0.0	48.0
BAZ1A	9.0	10.0	7.0	27.0	0.0	6.0	1.0	0.0	2.0	8.0	16.0	3.0	5.0	17.0	0.0	65.0	9.0	10.0	5.0	24.0	0.0	6.0	1.0	0.0	2.0	8.0	14.0	3.0	3.0	16.0	0.0	42.0
BEND3	9.0	4.0	8.0	19.0	1.0	3.0	0.0	0.0	7.0	10.0	13.0	1.0	1.0	14.0	0.0	26.0	9.0	4.0	8.0	17.0	1.0	3.0	0.0	0.0	7.0	9.0	12.0	1.0	1.0	12.0	0.0	24.0
BMP2K	9.0	5.0	1.0	9.0	1.0	4.0	2.0	1.0	2.0	11.0	5.0	2.0	2.0	7.0	0.0	45.0	9.0	5.0	1.0	8.0	1.0	4.0	2.0	1.0	2.0	11.0	5.0	2.0	2.0	7.0	0.0	35.0
BRINP2	9.0	4.0	3.0	17.0	3.0	7.0	5.0	2.0	7.0	30.0	29.0	2.0	8.0	17.0	0.0	38.0	9.0	3.0	3.0	15.0	3.0	7.0	5.0	2.0	7.0	29.0	28.0	1.0	5.0	14.0	0.0	29.0
BRPF1	9.0	6.0	7.0	14.0	1.0	4.0	2.0	1.0	5.0	3.0	6.0	6.0	2.0	14.0	0.0	42.0	9.0	6.0	5.0	14.0	1.0	4.0	2.0	1.0	5.0	3.0	6.0	6.0	2.0	13.0	0.0	32.0
BRPF3	9.0	8.0	10.0	22.0	1.0	7.0	5.0	1.0	2.0	6.0	10.0	1.0	3.0	11.0	0.0	40.0	9.0	8.0	7.0	19.0	1.0	7.0	5.0	1.0	2.0	6.0	10.0	1.0	3.0	11.0	0.0	27.0
C14orf39	9.0	8.0	3.0	15.0	1.0	5.0	3.0	0.0	5.0	6.0	4.0	0.0	10.0	8.0	0.0	42.0	9.0	6.0	3.0	12.0	1.0	5.0	3.0	0.0	5.0	6.0	4.0	0.0	5.0	7.0	0.0	33.0
C6	9.0	10.0	7.0	24.0	4.0	19.0	1.0	2.0	0.0	27.0	44.0	3.0	8.0	15.0	1.0	72.0	9.0	10.0	7.0	19.0	4.0	18.0	1.0	2.0	0.0	24.0	42.0	3.0	5.0	15.0	1.0	53.0
C8orf76	9.0	1.0	1.0	2.0	0.0	3.0	0.0	0.0	4.0	4.0	2.0	0.0	0.0	1.0	0.0	14.0	9.0	1.0	1.0	2.0	0.0	3.0	0.0	0.0	4.0	4.0	2.0	0.0	0.0	1.0	0.0	12.0
CACNA1C	9.0	15.0	12.0	39.0	4.0	21.0	5.0	1.0	7.0	44.0	43.0	2.0	7.0	37.0	0.0	107.0	9.0	15.0	9.0	30.0	4.0	21.0	5.0	1.0	6.0	39.0	35.0	2.0	5.0	34.0	0.0	60.0
CADPS2	9.0	11.0	2.0	19.0	2.0	11.0	2.0	2.0	6.0	8.0	20.0	2.0	6.0	12.0	0.0	51.0	9.0	11.0	2.0	17.0	2.0	11.0	2.0	2.0	6.0	8.0	19.0	2.0	4.0	12.0	0.0	38.0
CALCR	9.0	4.0	1.0	7.0	0.0	4.0	0.0	2.0	1.0	25.0	25.0	4.0	2.0	5.0	2.0	34.0	9.0	4.0	1.0	6.0	0.0	4.0	0.0	2.0	1.0	24.0	25.0	4.0	2.0	5.0	2.0	31.0
CAMSAP1	9.0	11.0	9.0	23.0	1.0	2.0	3.0	0.0	1.0	9.0	7.0	2.0	4.0	21.0	0.0	71.0	9.0	9.0	9.0	21.0	1.0	2.0	3.0	0.0	1.0	9.0	6.0	1.0	3.0	21.0	0.0	48.0
CAP1	9.0	2.0	2.0	3.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	0.0	17.0	9.0	2.0	2.0	3.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	6.0	0.0	15.0
CAT	9.0	2.0	3.0	5.0	0.0	4.0	2.0	1.0	0.0	2.0	1.0	1.0	2.0	5.0	0.0	16.0	9.0	2.0	3.0	5.0	0.0	4.0	2.0	1.0	0.0	2.0	1.0	1.0	2.0	5.0	0.0	14.0
CATSPERD	9.0	5.0	3.0	19.0	2.0	12.0	3.0	1.0	3.0	9.0	14.0	2.0	3.0	6.0	0.0	36.0	9.0	5.0	3.0	18.0	2.0	12.0	3.0	1.0	3.0	8.0	12.0	2.0	2.0	6.0	0.0	30.0
CATSPERG	9.0	2.0	3.0	4.0	1.0	4.0	2.0	2.0	2.0	9.0	8.0	2.0	1.0	7.0	1.0	41.0	9.0	2.0	3.0	3.0	1.0	3.0	2.0	2.0	2.0	9.0	8.0	2.0	1.0	7.0	1.0	32.0
CCDC151	9.0	3.0	3.0	11.0	2.0	4.0	1.0	0.0	2.0	6.0	5.0	0.0	1.0	11.0	0.0	19.0	9.0	3.0	3.0	10.0	2.0	2.0	1.0	0.0	2.0	5.0	5.0	0.0	1.0	11.0	0.0	17.0
CCDC9B	9.0	3.0	5.0	16.0	0.0	2.0	0.0	2.0	0.0	6.0	7.0	0.0	0.0	11.0	0.0	30.0	9.0	3.0	5.0	14.0	0.0	2.0	0.0	2.0	0.0	6.0	7.0	0.0	0.0	11.0	0.0	27.0
CCNB3	9.0	15.0	10.0	11.0	2.0	12.0	3.0	0.0	4.0	33.0	14.0	0.0	6.0	23.0	0.0	102.0	9.0	14.0	9.0	10.0	2.0	11.0	3.0	0.0	4.0	31.0	14.0	0.0	5.0	20.0	0.0	57.0
CD1E	9.0	9.0	5.0	16.0	6.0	13.0	1.0	0.0	2.0	21.0	15.0	1.0	4.0	12.0	0.0	17.0	9.0	8.0	5.0	15.0	6.0	13.0	1.0	0.0	2.0	20.0	14.0	1.0	4.0	12.0	0.0	16.0
CDC42BPB	9.0	13.0	8.0	22.0	1.0	6.0	4.0	1.0	4.0	6.0	15.0	4.0	1.0	22.0	0.0	66.0	9.0	12.0	8.0	22.0	1.0	6.0	3.0	1.0	4.0	6.0	15.0	4.0	1.0	20.0	0.0	46.0
CEP152	9.0	15.0	8.0	22.0	2.0	8.0	4.0	1.0	2.0	18.0	14.0	3.0	8.0	11.0	1.0	96.0	9.0	12.0	7.0	15.0	2.0	8.0	4.0	1.0	2.0	16.0	13.0	3.0	7.0	10.0	1.0	50.0
CHAF1A	9.0	5.0	4.0	15.0	4.0	4.0	2.0	1.0	1.0	14.0	7.0	5.0	3.0	9.0	1.0	32.0	9.0	5.0	4.0	13.0	3.0	4.0	2.0	1.0	1.0	13.0	7.0	5.0	2.0	9.0	1.0	27.0
CHFR	9.0	1.0	1.0	8.0	0.0	4.0	2.0	1.0	0.0	7.0	7.0	0.0	2.0	7.0	0.0	22.0	9.0	1.0	1.0	7.0	0.0	4.0	2.0	1.0	0.0	7.0	6.0	0.0	2.0	7.0	0.0	20.0
CKMT2	9.0	5.0	4.0	6.0	0.0	0.0	0.0	0.0	1.0	3.0	7.0	1.0	4.0	7.0	0.0	26.0	9.0	5.0	4.0	6.0	0.0	0.0	0.0	0.0	1.0	3.0	7.0	1.0	3.0	7.0	0.0	22.0
CLCN1	9.0	5.0	3.0	15.0	0.0	4.0	1.0	1.0	5.0	46.0	9.0	1.0	5.0	8.0	0.0	50.0	9.0	3.0	3.0	12.0	0.0	4.0	1.0	1.0	5.0	39.0	9.0	1.0	3.0	8.0	0.0	38.0
CLEC16A	9.0	9.0	11.0	22.0	4.0	3.0	0.0	1.0	2.0	15.0	7.0	3.0	5.0	13.0	0.0	33.0	9.0	8.0	7.0	17.0	4.0	3.0	0.0	1.0	2.0	15.0	6.0	2.0	5.0	13.0	0.0	28.0
CLSPN	9.0	6.0	8.0	15.0	1.0	7.0	3.0	0.0	0.0	11.0	11.0	1.0	7.0	8.0	0.0	64.0	9.0	6.0	7.0	14.0	1.0	6.0	3.0	0.0	0.0	11.0	10.0	1.0	5.0	7.0	0.0	45.0
CLTCL1	9.0	6.0	10.0	18.0	3.0	9.0	3.0	0.0	5.0	13.0	10.0	6.0	5.0	14.0	0.0	56.0	9.0	6.0	9.0	16.0	3.0	9.0	3.0	0.0	5.0	13.0	10.0	4.0	4.0	12.0	0.0	44.0
CNTN1	9.0	11.0	6.0	32.0	9.0	8.0	3.0	4.0	8.0	35.0	23.0	0.0	6.0	24.0	0.0	73.0	9.0	11.0	6.0	23.0	9.0	8.0	3.0	4.0	8.0	30.0	21.0	0.0	5.0	21.0	0.0	47.0
CNTROB	9.0	5.0	0.0	11.0	1.0	9.0	0.0	1.0	3.0	2.0	10.0	5.0	1.0	8.0	0.0	34.0	9.0	5.0	0.0	10.0	1.0	8.0	0.0	1.0	3.0	2.0	9.0	4.0	1.0	7.0	0.0	28.0
COL11A2	9.0	4.0	10.0	27.0	4.0	9.0	3.0	2.0	8.0	20.0	24.0	3.0	4.0	21.0	2.0	78.0	9.0	4.0	10.0	21.0	4.0	9.0	3.0	2.0	8.0	19.0	23.0	2.0	4.0	20.0	2.0	49.0
COL16A1	9.0	8.0	8.0	19.0	3.0	10.0	2.0	2.0	11.0	14.0	8.0	5.0	1.0	13.0	0.0	63.0	9.0	8.0	7.0	14.0	3.0	9.0	2.0	2.0	11.0	14.0	8.0	4.0	1.0	13.0	0.0	38.0
COL17A1	9.0	10.0	3.0	18.0	2.0	11.0	1.0	2.0	3.0	13.0	6.0	4.0	3.0	13.0	0.0	64.0	9.0	10.0	3.0	17.0	2.0	11.0	1.0	2.0	3.0	12.0	6.0	4.0	2.0	13.0	0.0	44.0
COL27A1	9.0	11.0	8.0	52.0	4.0	9.0	5.0	2.0	8.0	23.0	13.0	4.0	9.0	27.0	1.0	65.0	9.0	10.0	8.0	40.0	4.0	9.0	5.0	2.0	8.0	22.0	13.0	4.0	6.0	22.0	1.0	43.0
CORO6	9.0	3.0	3.0	7.0	0.0	1.0	0.0	0.0	1.0	5.0	2.0	1.0	0.0	5.0	0.0	14.0	9.0	3.0	3.0	7.0	0.0	1.0	0.0	0.0	1.0	5.0	2.0	1.0	0.0	4.0	0.0	11.0
CREB5	9.0	5.0	3.0	8.0	0.0	7.0	2.0	0.0	1.0	14.0	3.0	0.0	3.0	8.0	0.0	23.0	9.0	5.0	3.0	8.0	0.0	7.0	2.0	0.0	1.0	13.0	3.0	0.0	2.0	8.0	0.0	20.0
CRYBG3	9.0	9.0	6.0	25.0	2.0	5.0	1.0	2.0	1.0	7.0	11.0	2.0	6.0	14.0	0.0	55.0	9.0	9.0	4.0	22.0	2.0	5.0	1.0	2.0	1.0	7.0	11.0	2.0	4.0	14.0	0.0	31.0
CTR9	9.0	5.0	4.0	27.0	4.0	1.0	3.0	1.0	4.0	6.0	7.0	4.0	5.0	13.0	1.0	58.0	9.0	5.0	4.0	22.0	3.0	1.0	3.0	1.0	4.0	6.0	7.0	3.0	4.0	13.0	1.0	40.0
CUL4B	9.0	11.0	5.0	14.0	1.0	6.0	2.0	0.0	2.0	7.0	9.0	1.0	2.0	3.0	0.0	84.0	9.0	11.0	5.0	11.0	1.0	6.0	2.0	0.0	2.0	7.0	9.0	1.0	1.0	2.0	0.0	47.0
CWC27	9.0	3.0	1.0	10.0	2.0	3.0	1.0	1.0	4.0	8.0	3.0	1.0	1.0	3.0	0.0	21.0	9.0	3.0	1.0	10.0	2.0	3.0	1.0	1.0	4.0	8.0	3.0	1.0	1.0	3.0	0.0	21.0
CYP2A7	9.0	2.0	4.0	11.0	0.0	1.0	0.0	1.0	2.0	4.0	3.0	1.0	3.0	7.0	0.0	17.0	9.0	2.0	3.0	10.0	0.0	1.0	0.0	1.0	2.0	4.0	3.0	1.0	3.0	7.0	0.0	16.0
DAAM1	9.0	10.0	8.0	13.0	1.0	7.0	2.0	1.0	5.0	5.0	5.0	4.0	4.0	15.0	2.0	54.0	9.0	8.0	8.0	12.0	1.0	7.0	2.0	1.0	5.0	5.0	5.0	3.0	3.0	14.0	2.0	36.0
DACH1	9.0	5.0	7.0	9.0	2.0	9.0	0.0	0.0	4.0	26.0	16.0	0.0	4.0	9.0	0.0	26.0	9.0	5.0	7.0	9.0	2.0	9.0	0.0	0.0	4.0	24.0	16.0	0.0	3.0	8.0	0.0	21.0
DARS2	9.0	5.0	5.0	12.0	2.0	2.0	0.0	1.0	0.0	4.0	5.0	1.0	3.0	4.0	0.0	28.0	9.0	5.0	5.0	12.0	2.0	2.0	0.0	1.0	0.0	4.0	5.0	1.0	2.0	4.0	0.0	25.0
DCAF12L2	9.0	5.0	6.0	22.0	7.0	9.0	1.0	0.0	4.0	37.0	17.0	2.0	9.0	26.0	2.0	48.0	9.0	5.0	6.0	20.0	7.0	8.0	1.0	0.0	4.0	33.0	17.0	2.0	8.0	25.0	2.0	38.0
DCAF4L2	9.0	8.0	4.0	33.0	1.0	11.0	0.0	1.0	4.0	49.0	45.0	5.0	6.0	12.0	0.0	33.0	9.0	8.0	4.0	31.0	1.0	11.0	0.0	1.0	4.0	47.0	42.0	5.0	5.0	12.0	0.0	28.0
DCT	9.0	7.0	3.0	10.0	2.0	3.0	3.0	1.0	3.0	12.0	14.0	0.0	8.0	18.0	1.0	35.0	9.0	7.0	3.0	8.0	2.0	3.0	3.0	1.0	3.0	12.0	14.0	0.0	6.0	16.0	1.0	27.0
DDR2	9.0	9.0	7.0	17.0	2.0	10.0	2.0	1.0	2.0	18.0	13.0	2.0	4.0	9.0	0.0	46.0	9.0	9.0	6.0	15.0	2.0	10.0	2.0	1.0	2.0	15.0	13.0	2.0	4.0	9.0	0.0	35.0
DDX11	9.0	6.0	6.0	13.0	2.0	8.0	1.0	2.0	5.0	10.0	5.0	2.0	1.0	6.0	0.0	30.0	9.0	6.0	6.0	11.0	2.0	8.0	1.0	2.0	5.0	10.0	5.0	2.0	1.0	5.0	0.0	24.0
DDX24	9.0	4.0	0.0	12.0	1.0	5.0	3.0	1.0	0.0	4.0	2.0	3.0	5.0	4.0	0.0	39.0	9.0	4.0	0.0	11.0	1.0	5.0	3.0	1.0	0.0	4.0	2.0	3.0	4.0	4.0	0.0	32.0
DDX52	9.0	2.0	2.0	6.0	0.0	5.0	0.0	1.0	0.0	4.0	2.0	0.0	1.0	4.0	0.0	26.0	9.0	2.0	2.0	6.0	0.0	5.0	0.0	1.0	0.0	4.0	2.0	0.0	1.0	4.0	0.0	22.0
DDX60L	9.0	9.0	2.0	27.0	4.0	7.0	3.0	1.0	7.0	17.0	18.0	3.0	10.0	16.0	0.0	74.0	9.0	7.0	2.0	24.0	4.0	7.0	3.0	1.0	7.0	16.0	18.0	3.0	5.0	16.0	0.0	44.0
DENND2A	9.0	4.0	5.0	5.0	4.0	8.0	1.0	1.0	4.0	23.0	18.0	2.0	2.0	14.0	0.0	50.0	9.0	4.0	5.0	5.0	4.0	8.0	1.0	1.0	4.0	22.0	17.0	2.0	2.0	14.0	0.0	32.0
DENND2C	9.0	4.0	7.0	23.0	6.0	1.0	6.0	1.0	2.0	12.0	7.0	1.0	7.0	9.0	0.0	51.0	9.0	4.0	6.0	17.0	6.0	1.0	6.0	1.0	2.0	11.0	7.0	1.0	5.0	6.0	0.0	34.0
DHX30	9.0	6.0	8.0	23.0	1.0	6.0	1.0	1.0	3.0	10.0	4.0	7.0	5.0	21.0	2.0	53.0	9.0	6.0	5.0	20.0	1.0	6.0	1.0	1.0	3.0	8.0	4.0	5.0	3.0	19.0	2.0	43.0
DHX36	9.0	7.0	4.0	14.0	1.0	9.0	3.0	1.0	1.0	7.0	9.0	1.0	9.0	28.0	1.0	51.0	9.0	6.0	4.0	13.0	1.0	9.0	3.0	1.0	1.0	7.0	9.0	1.0	7.0	24.0	1.0	35.0
DHX57	9.0	10.0	6.0	19.0	2.0	4.0	2.0	1.0	8.0	10.0	10.0	3.0	6.0	9.0	0.0	58.0	9.0	8.0	5.0	15.0	2.0	4.0	2.0	1.0	8.0	10.0	10.0	3.0	3.0	8.0	0.0	40.0
DISP1	9.0	12.0	5.0	26.0	0.0	6.0	2.0	0.0	5.0	13.0	13.0	2.0	12.0	16.0	1.0	76.0	9.0	11.0	5.0	22.0	0.0	5.0	2.0	0.0	5.0	13.0	13.0	2.0	8.0	16.0	1.0	49.0
DLGAP5	9.0	5.0	4.0	7.0	3.0	2.0	2.0	2.0	2.0	4.0	7.0	0.0	2.0	4.0	2.0	39.0	9.0	5.0	4.0	7.0	3.0	2.0	2.0	2.0	2.0	3.0	7.0	0.0	2.0	4.0	2.0	31.0
DNAI4	9.0	3.0	1.0	17.0	0.0	4.0	4.0	0.0	2.0	17.0	14.0	0.0	3.0	14.0	0.0	55.0	9.0	3.0	1.0	15.0	0.0	4.0	4.0	0.0	2.0	16.0	13.0	0.0	3.0	14.0	0.0	41.0
DNM1	9.0	10.0	2.0	15.0	3.0	1.0	0.0	2.0	2.0	13.0	3.0	1.0	3.0	5.0	0.0	26.0	9.0	10.0	2.0	13.0	3.0	1.0	0.0	2.0	2.0	10.0	3.0	1.0	3.0	5.0	0.0	22.0
DNMT3B	9.0	3.0	3.0	17.0	2.0	9.0	1.0	2.0	1.0	10.0	8.0	3.0	9.0	16.0	0.0	62.0	9.0	3.0	2.0	16.0	2.0	9.0	1.0	2.0	1.0	10.0	8.0	3.0	7.0	13.0	0.0	42.0
DPP8	9.0	7.0	8.0	15.0	0.0	2.0	0.0	0.0	2.0	7.0	13.0	2.0	3.0	7.0	1.0	29.0	9.0	7.0	7.0	13.0	0.0	2.0	0.0	0.0	2.0	7.0	12.0	2.0	3.0	7.0	1.0	26.0
DPY19L2	9.0	6.0	3.0	15.0	3.0	7.0	0.0	4.0	2.0	21.0	11.0	2.0	2.0	11.0	1.0	41.0	9.0	6.0	3.0	13.0	3.0	7.0	0.0	4.0	2.0	20.0	11.0	2.0	2.0	11.0	1.0	30.0
DSG4	9.0	9.0	4.0	15.0	2.0	5.0	1.0	2.0	3.0	25.0	19.0	2.0	6.0	8.0	0.0	76.0	9.0	9.0	4.0	12.0	2.0	5.0	1.0	2.0	3.0	25.0	19.0	1.0	3.0	8.0	0.0	44.0
ECI2	9.0	1.0	4.0	6.0	0.0	3.0	4.0	4.0	0.0	3.0	1.0	2.0	1.0	2.0	0.0	10.0	9.0	1.0	4.0	6.0	0.0	3.0	4.0	4.0	0.0	3.0	1.0	2.0	1.0	2.0	0.0	10.0
EDIL3	9.0	2.0	1.0	10.0	3.0	2.0	4.0	1.0	1.0	28.0	10.0	2.0	4.0	11.0	0.0	37.0	9.0	2.0	1.0	10.0	3.0	2.0	4.0	1.0	1.0	27.0	9.0	2.0	4.0	10.0	0.0	31.0
EDRF1	9.0	2.0	6.0	12.0	0.0	7.0	1.0	2.0	2.0	10.0	9.0	3.0	3.0	19.0	1.0	48.0	9.0	2.0	6.0	11.0	0.0	7.0	1.0	2.0	2.0	10.0	8.0	3.0	2.0	17.0	1.0	34.0
EEF1A1	9.0	9.0	4.0	5.0	0.0	10.0	2.0	4.0	13.0	3.0	1.0	2.0	1.0	8.0	2.0	12.0	9.0	9.0	2.0	5.0	0.0	9.0	2.0	4.0	9.0	3.0	1.0	2.0	1.0	7.0	2.0	12.0
EIF2AK2	9.0	3.0	2.0	4.0	0.0	1.0	3.0	0.0	2.0	4.0	0.0	0.0	0.0	5.0	1.0	30.0	9.0	2.0	2.0	4.0	0.0	1.0	3.0	0.0	2.0	4.0	0.0	0.0	0.0	5.0	1.0	24.0
ELAVL4	9.0	1.0	5.0	13.0	1.0	8.0	1.0	0.0	0.0	13.0	9.0	1.0	1.0	12.0	0.0	16.0	9.0	1.0	5.0	12.0	1.0	8.0	1.0	0.0	0.0	11.0	8.0	1.0	1.0	11.0	0.0	13.0
EMILIN3	9.0	4.0	3.0	4.0	2.0	3.0	0.0	1.0	3.0	11.0	7.0	2.0	2.0	19.0	0.0	22.0	9.0	4.0	2.0	4.0	2.0	3.0	0.0	1.0	3.0	11.0	7.0	2.0	2.0	15.0	0.0	21.0
EPHB2	9.0	9.0	9.0	12.0	4.0	3.0	0.0	0.0	4.0	9.0	8.0	2.0	0.0	18.0	0.0	42.0	9.0	9.0	7.0	11.0	4.0	3.0	0.0	0.0	4.0	9.0	8.0	2.0	0.0	18.0	0.0	29.0
ERBIN	9.0	14.0	12.0	16.0	4.0	8.0	2.0	1.0	4.0	7.0	10.0	1.0	4.0	14.0	1.0	62.0	9.0	10.0	9.0	14.0	4.0	7.0	2.0	1.0	4.0	7.0	9.0	1.0	3.0	13.0	1.0	44.0
EXOC1	9.0	9.0	3.0	21.0	0.0	3.0	1.0	2.0	1.0	7.0	10.0	3.0	2.0	17.0	0.0	45.0	9.0	7.0	3.0	18.0	0.0	3.0	1.0	2.0	1.0	6.0	10.0	3.0	2.0	16.0	0.0	37.0
EZR	9.0	2.0	6.0	5.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	0.0	1.0	6.0	1.0	25.0	9.0	2.0	6.0	5.0	0.0	0.0	1.0	1.0	1.0	2.0	2.0	0.0	1.0	6.0	1.0	17.0
FAM120C	9.0	12.0	3.0	9.0	2.0	3.0	0.0	0.0	2.0	5.0	10.0	0.0	3.0	11.0	1.0	55.0	9.0	10.0	3.0	9.0	2.0	3.0	0.0	0.0	2.0	4.0	9.0	0.0	2.0	10.0	1.0	39.0
FAP	9.0	7.0	3.0	12.0	3.0	7.0	0.0	1.0	4.0	14.0	22.0	2.0	2.0	8.0	0.0	45.0	9.0	7.0	1.0	11.0	3.0	7.0	0.0	1.0	3.0	14.0	22.0	2.0	2.0	8.0	0.0	34.0
FBLN1	9.0	3.0	4.0	10.0	0.0	4.0	3.0	1.0	3.0	11.0	3.0	2.0	1.0	10.0	1.0	31.0	9.0	3.0	3.0	10.0	0.0	4.0	3.0	1.0	3.0	11.0	3.0	2.0	1.0	10.0	1.0	24.0
FOXM1	9.0	5.0	5.0	11.0	1.0	4.0	1.0	1.0	0.0	7.0	6.0	1.0	3.0	10.0	0.0	29.0	9.0	5.0	5.0	10.0	1.0	4.0	1.0	1.0	0.0	7.0	6.0	1.0	2.0	9.0	0.0	25.0
FOXP1	9.0	8.0	4.0	10.0	1.0	6.0	0.0	0.0	4.0	10.0	13.0	3.0	1.0	14.0	0.0	46.0	9.0	7.0	4.0	10.0	1.0	6.0	0.0	0.0	4.0	10.0	13.0	3.0	1.0	14.0	0.0	37.0
GABRB3	9.0	2.0	8.0	14.0	3.0	14.0	1.0	2.0	1.0	34.0	22.0	1.0	9.0	13.0	0.0	40.0	9.0	2.0	7.0	14.0	3.0	14.0	1.0	2.0	1.0	29.0	21.0	1.0	7.0	11.0	0.0	27.0
GALNT15	9.0	1.0	3.0	8.0	1.0	3.0	1.0	0.0	1.0	13.0	3.0	3.0	3.0	10.0	0.0	44.0	9.0	1.0	2.0	8.0	1.0	3.0	1.0	0.0	1.0	13.0	3.0	3.0	3.0	9.0	0.0	35.0
GEMIN5	9.0	7.0	3.0	19.0	0.0	4.0	2.0	1.0	4.0	6.0	13.0	0.0	2.0	9.0	2.0	52.0	9.0	7.0	3.0	17.0	0.0	4.0	2.0	1.0	4.0	6.0	12.0	0.0	2.0	9.0	2.0	35.0
GPR141	9.0	6.0	0.0	8.0	2.0	3.0	1.0	0.0	1.0	17.0	11.0	1.0	1.0	10.0	1.0	19.0	9.0	4.0	0.0	8.0	2.0	3.0	1.0	0.0	1.0	16.0	11.0	1.0	1.0	10.0	1.0	19.0
GPR89B	9.0	2.0	0.0	3.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	3.0	4.0	0.0	11.0	9.0	2.0	0.0	3.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	0.0	10.0
GRAMD1C	9.0	3.0	4.0	8.0	3.0	6.0	1.0	0.0	1.0	8.0	13.0	0.0	5.0	9.0	0.0	38.0	9.0	3.0	3.0	8.0	3.0	6.0	1.0	0.0	1.0	8.0	11.0	0.0	3.0	7.0	0.0	28.0
GUCY2F	9.0	6.0	7.0	18.0	0.0	7.0	3.0	0.0	0.0	30.0	10.0	2.0	6.0	16.0	0.0	93.0	9.0	6.0	7.0	16.0	0.0	7.0	3.0	0.0	0.0	25.0	9.0	2.0	6.0	15.0	0.0	52.0
H6PD	9.0	2.0	7.0	7.0	0.0	2.0	0.0	1.0	3.0	5.0	5.0	1.0	1.0	9.0	0.0	26.0	9.0	2.0	5.0	7.0	0.0	2.0	0.0	1.0	3.0	5.0	5.0	1.0	1.0	8.0	0.0	21.0
HERC6	9.0	12.0	2.0	12.0	1.0	4.0	0.0	3.0	0.0	10.0	7.0	0.0	2.0	15.0	0.0	70.0	9.0	10.0	2.0	11.0	1.0	4.0	0.0	3.0	0.0	9.0	7.0	0.0	2.0	14.0	0.0	44.0
HGF	9.0	5.0	5.0	20.0	2.0	10.0	1.0	1.0	7.0	52.0	32.0	2.0	7.0	17.0	0.0	46.0	9.0	5.0	5.0	17.0	2.0	10.0	1.0	1.0	7.0	44.0	31.0	2.0	5.0	15.0	0.0	31.0
HK2	9.0	3.0	6.0	12.0	2.0	6.0	0.0	0.0	3.0	9.0	14.0	4.0	4.0	13.0	0.0	33.0	9.0	3.0	4.0	11.0	2.0	6.0	0.0	0.0	3.0	9.0	14.0	2.0	3.0	12.0	0.0	23.0
HNRNPU	9.0	6.0	3.0	6.0	1.0	7.0	2.0	1.0	0.0	8.0	4.0	0.0	0.0	3.0	0.0	30.0	9.0	5.0	3.0	6.0	1.0	6.0	2.0	1.0	0.0	8.0	3.0	0.0	0.0	3.0	0.0	22.0
HNRNPUL1	9.0	6.0	3.0	11.0	3.0	5.0	1.0	3.0	4.0	8.0	7.0	1.0	3.0	18.0	0.0	43.0	9.0	6.0	3.0	10.0	3.0	5.0	1.0	3.0	4.0	8.0	7.0	1.0	2.0	15.0	0.0	36.0
HSPA4L	9.0	2.0	1.0	13.0	1.0	6.0	1.0	1.0	0.0	4.0	7.0	1.0	4.0	11.0	0.0	45.0	9.0	2.0	1.0	11.0	1.0	4.0	1.0	1.0	0.0	4.0	7.0	1.0	4.0	11.0	0.0	34.0
HTATSF1	9.0	13.0	8.0	11.0	2.0	2.0	1.0	2.0	3.0	15.0	13.0	1.0	2.0	5.0	0.0	58.0	9.0	13.0	8.0	11.0	2.0	2.0	1.0	2.0	3.0	15.0	12.0	1.0	2.0	5.0	0.0	35.0
IDH1	9.0	7.0	0.0	8.0	1.0	4.0	2.0	0.0	7.0	5.0	3.0	5.0	1.0	3.0	0.0	18.0	9.0	5.0	0.0	7.0	1.0	4.0	2.0	0.0	7.0	5.0	3.0	5.0	1.0	3.0	0.0	18.0
IFT140	9.0	6.0	7.0	17.0	4.0	8.0	5.0	1.0	2.0	8.0	10.0	5.0	3.0	12.0	0.0	56.0	9.0	6.0	6.0	16.0	4.0	8.0	5.0	1.0	2.0	7.0	10.0	3.0	3.0	12.0	0.0	41.0
